State,Year,Quarter,Transaction_type,Transaction_count,Transaction_amount,Region
Goa,2021,2,Merchant payments,1869384,1411529034,Southern Region
Goa,2021,2,Peer-to-peer payments,1866837,6195032351,Southern Region
Goa,2021,2,Recharge & bill payments,953219,383804809.4,Southern Region
Goa,2021,2,Financial Services,8303,12371843.84,Southern Region
Goa,2021,2,Others,12392,10115549.03,Southern Region
Goa,2021,3,Merchant payments,2865625,2143135315,Southern Region
Goa,2021,3,Peer-to-peer payments,2560305,7871092673,Southern Region
Goa,2021,3,Recharge & bill payments,1017351,438838003.2,Southern Region
Goa,2021,3,Financial Services,8337,12943224.07,Southern Region
Goa,2021,3,Others,16145,12416377.6,Southern Region
Goa,2021,4,Merchant payments,5474662,4384250603,Southern Region
Goa,2021,4,Peer-to-peer payments,4408822,13618351953,Southern Region
Goa,2021,4,Recharge & bill payments,1170180,585734312.4,Southern Region
Goa,2021,4,Financial Services,11320,17101084.66,Southern Region
Goa,2021,4,Others,23775,21819163.2,Southern Region
Goa,2022,1,Merchant payments,6364271,4682000388,Southern Region
Goa,2022,1,Peer-to-peer payments,4640380,14449830642,Southern Region
Goa,2022,1,Recharge & bill payments,1177071,646403472.1,Southern Region
Goa,2022,1,Financial Services,11677,17490493.19,Southern Region
Goa,2022,1,Others,20699,20720407.6,Southern Region
Goa,2022,2,Merchant payments,7812998,5736211014,Southern Region
Goa,2022,2,Peer-to-peer payments,5097942,16372343177,Southern Region
Goa,2022,2,Recharge & bill payments,1279377,738765635.3,Southern Region
Goa,2022,2,Financial Services,10666,13192736.03,Southern Region
Goa,2022,2,Others,15071,12525197.3,Southern Region
Goa,2022,3,Merchant payments,7595135,5112175255,Southern Region
Goa,2022,3,Peer-to-peer payments,4449008,13780955270,Southern Region
Goa,2022,3,Recharge & bill payments,1122869,657115143.5,Southern Region
Goa,2022,3,Financial Services,9992,12650738.42,Southern Region
Goa,2022,3,Others,11683,11368868.04,Southern Region
Goa,2022,4,Merchant payments,10319138,6739205748,Southern Region
Goa,2022,4,Peer-to-peer payments,5652373,17421974715,Southern Region
Goa,2022,4,Recharge & bill payments,1195865,734121700.6,Southern Region
Goa,2022,4,Financial Services,12147,15705663.13,Southern Region
Goa,2022,4,Others,13151,13978544.18,Southern Region
Gujarat,2018,1,Recharge & bill payments,3691952,878929081,Western Region
Gujarat,2018,1,Peer-to-peer payments,1738974,6318864760,Western Region
Gujarat,2018,1,Merchant payments,145436,166036667.6,Western Region
Gujarat,2018,1,Financial Services,122117,27986679.01,Western Region
Gujarat,2018,1,Others,250296,186165067.6,Western Region
Gujarat,2018,2,Recharge & bill payments,4643367,1571880396,Western Region
Gujarat,2018,2,Peer-to-peer payments,2483231,10009680530,Western Region
Gujarat,2018,2,Merchant payments,275503,356984574.1,Western Region
Gujarat,2018,2,Financial Services,140704,38598263.23,Western Region
Gujarat,2018,2,Others,202928,185541007.5,Western Region
Gujarat,2018,3,Peer-to-peer payments,5287200,15272745138,Western Region
Gujarat,2018,3,Recharge & bill payments,5117168,1938041689,Western Region
Gujarat,2018,3,Merchant payments,573440,466209496.8,Western Region
Gujarat,2018,3,Financial Services,136468,24930605.61,Western Region
Gujarat,2018,3,Others,219873,164477497.1,Western Region
Gujarat,2018,4,Peer-to-peer payments,6488202,21207285185,Western Region
Gujarat,2018,4,Recharge & bill payments,6138404,2297332323,Western Region
Gujarat,2018,4,Merchant payments,1656377,1088373316,Western Region
Gujarat,2018,4,Financial Services,133915,30699273.17,Western Region
Gujarat,2018,4,Others,316405,207297005.7,Western Region
Gujarat,2019,1,Peer-to-peer payments,13465044,31231285551,Western Region
Gujarat,2019,1,Recharge & bill payments,8595256,3104251733,Western Region
Gujarat,2019,1,Merchant payments,2493340,1296376125,Western Region
Gujarat,2019,1,Financial Services,114539,19581520.57,Western Region
Gujarat,2019,1,Others,323272,204585378.8,Western Region
Gujarat,2019,2,Peer-to-peer payments,12547493,41853661230,Western Region
Gujarat,2019,2,Recharge & bill payments,10434449,4651874823,Western Region
Gujarat,2019,2,Merchant payments,5486791,2526448415,Western Region
Gujarat,2019,2,Financial Services,70502,17349813.39,Western Region
Gujarat,2019,2,Others,442607,271280936.6,Western Region
Gujarat,2019,3,Peer-to-peer payments,14529353,49206585462,Western Region
Gujarat,2019,3,Merchant payments,11788077,4211116461,Western Region
Gujarat,2019,3,Recharge & bill payments,11349625,5768100024,Western Region
Gujarat,2019,3,Financial Services,78609,20507001.23,Western Region
Gujarat,2019,3,Others,482985,256386015.2,Western Region
Gujarat,2019,4,Peer-to-peer payments,19107911,64477452639,Western Region
Gujarat,2019,4,Recharge & bill payments,12967713,6517891167,Western Region
Gujarat,2019,4,Merchant payments,9964076,5480269120,Western Region
Gujarat,2019,4,Financial Services,63498,20202767.26,Western Region
Gujarat,2019,4,Others,444434,194846362.4,Western Region
Gujarat,2020,1,Peer-to-peer payments,19068093,72393727235,Western Region
Gujarat,2020,1,Recharge & bill payments,15648472,7197595157,Western Region
Gujarat,2020,1,Merchant payments,12191478,7210758662,Western Region
Gujarat,2020,1,Financial Services,50753,27460255.46,Western Region
Gujarat,2020,1,Others,367621,165535312.4,Western Region
Gujarat,2020,2,Recharge & bill payments,19971660,8322688557,Western Region
Gujarat,2020,2,Peer-to-peer payments,17569398,64723140394,Western Region
Gujarat,2020,2,Merchant payments,9645967,7196610932,Western Region
Gujarat,2020,2,Financial Services,59617,53132341.31,Western Region
Gujarat,2020,2,Others,173543,92274135.41,Western Region
Gujarat,2020,3,Peer-to-peer payments,23130724,89142122337,Western Region
Gujarat,2020,3,Merchant payments,18338969,12749796642,Western Region
Gujarat,2020,3,Recharge & bill payments,17481357,9820654244,Western Region
Gujarat,2020,3,Financial Services,92278,84723188.62,Western Region
Gujarat,2020,3,Others,246851,124456073.2,Western Region
Gujarat,2020,4,Peer-to-peer payments,29967258,1.16743E+11,Western Region
Gujarat,2020,4,Merchant payments,28430460,20844321157,Western Region
Gujarat,2020,4,Recharge & bill payments,18943669,10441981826,Western Region
Gujarat,2020,4,Financial Services,113371,120056733.9,Western Region
Gujarat,2020,4,Others,373789,243470065.5,Western Region
Gujarat,2021,1,Peer-to-peer payments,36427493,1.44819E+11,Western Region
Gujarat,2021,1,Merchant payments,35815382,26512643894,Western Region
Gujarat,2021,1,Recharge & bill payments,22088838,11996115292,Western Region
Gujarat,2021,1,Financial Services,126380,137612317.7,Western Region
Gujarat,2021,1,Others,316472,235440836.3,Western Region
Gujarat,2021,2,Merchant payments,42593432,33542305034,Western Region
Gujarat,2021,2,Peer-to-peer payments,41642387,1.62484E+11,Western Region
Gujarat,2021,2,Recharge & bill payments,27127405,13750783182,Western Region
Gujarat,2021,2,Financial Services,128647,136119996.7,Western Region
Gujarat,2021,2,Others,349525,249278437.3,Western Region
Gujarat,2021,3,Merchant payments,62934471,48197579737,Western Region
Gujarat,2021,3,Peer-to-peer payments,56134212,2.08013E+11,Western Region
Gujarat,2021,3,Recharge & bill payments,29580901,15945997372,Western Region
Gujarat,2021,3,Financial Services,125167,163304131.1,Western Region
Gujarat,2021,3,Others,473656,304418273.2,Western Region
Gujarat,2021,4,Merchant payments,84846502,68717933162,Western Region
Gujarat,2021,4,Peer-to-peer payments,67301686,2.54339E+11,Western Region
Gujarat,2021,4,Recharge & bill payments,30072479,18739034342,Western Region
Gujarat,2021,4,Financial Services,175393,209214620.7,Western Region
Gujarat,2021,4,Others,591265,377657202.8,Western Region
Gujarat,2022,1,Merchant payments,101648378,79563412222,Western Region
Gujarat,2022,1,Peer-to-peer payments,77768758,2.92439E+11,Western Region
Gujarat,2022,1,Recharge & bill payments,30473298,20042066375,Western Region
Gujarat,2022,1,Financial Services,160423,187077879.4,Western Region
Gujarat,2022,1,Others,496289,316261089.4,Western Region
Gujarat,2022,2,Merchant payments,131610193,95585623258,Western Region
Gujarat,2022,2,Peer-to-peer payments,86423696,3.26946E+11,Western Region
Gujarat,2022,2,Recharge & bill payments,33424931,23844933238,Western Region
Gujarat,2022,2,Financial Services,125180,142685436.4,Western Region
Gujarat,2022,2,Others,468796,278978567.2,Western Region
Gujarat,2022,3,Merchant payments,161264265,1.09019E+11,Western Region
Gujarat,2022,3,Peer-to-peer payments,103034790,3.59338E+11,Western Region
Gujarat,2022,3,Recharge & bill payments,38383683,28649040041,Western Region
Gujarat,2022,3,Financial Services,152053,162173602.8,Western Region
Gujarat,2022,3,Others,404941,269479241.1,Western Region
Gujarat,2022,4,Merchant payments,186533503,1.25585E+11,Western Region
Gujarat,2022,4,Peer-to-peer payments,114868478,4.11053E+11,Western Region
Gujarat,2022,4,Recharge & bill payments,39167297,30789927499,Western Region
Gujarat,2022,4,Financial Services,179101,194314203,Western Region
Gujarat,2022,4,Others,407639,295484431.3,Western Region
Haryana,2018,1,Recharge & bill payments,2368002,535578755.1,Northern Region
Haryana,2018,1,Peer-to-peer payments,1607193,5814807511,Northern Region
Haryana,2018,1,Merchant payments,167816,173513595.4,Northern Region
Haryana,2018,1,Financial Services,128636,27501068.01,Northern Region
Haryana,2018,1,Others,209123,242110585.5,Northern Region
Haryana,2018,2,Recharge & bill payments,3054284,984897276.7,Northern Region
Haryana,2018,2,Peer-to-peer payments,2388953,9745924810,Northern Region
Haryana,2018,2,Merchant payments,369916,334118261.5,Northern Region
Haryana,2018,2,Financial Services,167570,38145882.44,Northern Region
Haryana,2018,2,Others,170208,217328211.7,Northern Region
Haryana,2018,3,Peer-to-peer payments,3753981,14429454356,Northern Region
Haryana,2018,3,Recharge & bill payments,3203386,1310467515,Northern Region
Haryana,2018,3,Merchant payments,1003057,427387637.9,Northern Region
Haryana,2018,3,Financial Services,100452,17323790.81,Northern Region
Haryana,2018,3,Others,201148,190505707.5,Northern Region
Haryana,2018,4,Peer-to-peer payments,5905032,22416919747,Northern Region
Haryana,2018,4,Recharge & bill payments,4116262,1671040704,Northern Region
Haryana,2018,4,Merchant payments,2413446,1013407380,Northern Region
Haryana,2018,4,Financial Services,120711,22252543.62,Northern Region
Haryana,2018,4,Others,394732,267255642.3,Northern Region
Haryana,2019,1,Peer-to-peer payments,12622225,30283578837,Northern Region
Haryana,2019,1,Recharge & bill payments,5576577,2202061875,Northern Region
Haryana,2019,1,Merchant payments,3361995,1292375556,Northern Region
Haryana,2019,1,Financial Services,101786,15201736,Northern Region
Haryana,2019,1,Others,473192,258437718.2,Northern Region
Haryana,2019,2,Peer-to-peer payments,10387562,37056084814,Northern Region
Haryana,2019,2,Recharge & bill payments,5902923,2838724048,Northern Region
Haryana,2019,2,Merchant payments,5738283,2292901816,Northern Region
Haryana,2019,2,Financial Services,57488,12080285.23,Northern Region
Haryana,2019,2,Others,655560,301748850.2,Northern Region
Haryana,2019,3,Peer-to-peer payments,11775288,43738290120,Northern Region
Haryana,2019,3,Merchant payments,9386779,3615636828,Northern Region
Haryana,2019,3,Recharge & bill payments,8289987,4817098565,Northern Region
Haryana,2019,3,Financial Services,61503,16715100.88,Northern Region
Haryana,2019,3,Others,829974,301378586,Northern Region
Haryana,2019,4,Peer-to-peer payments,15729819,58242027266,Northern Region
Haryana,2019,4,Merchant payments,11615667,5253780278,Northern Region
Haryana,2019,4,Recharge & bill payments,9648003,5637358526,Northern Region
Haryana,2019,4,Financial Services,41688,13756049.14,Northern Region
Haryana,2019,4,Others,790808,212797749.8,Northern Region
Haryana,2020,1,Peer-to-peer payments,17728235,68367245528,Northern Region
Haryana,2020,1,Merchant payments,14327020,7075196609,Northern Region
Haryana,2020,1,Recharge & bill payments,11346112,6331682017,Northern Region
Haryana,2020,1,Financial Services,34488,25266730.19,Northern Region
Haryana,2020,1,Others,600232,176823674.2,Northern Region
Haryana,2020,2,Peer-to-peer payments,17334369,66645492691,Northern Region
Haryana,2020,2,Recharge & bill payments,12740328,6547618492,Northern Region
Haryana,2020,2,Merchant payments,11527654,7393393678,Northern Region
Haryana,2020,2,Financial Services,48759,49209527.29,Northern Region
Haryana,2020,2,Others,129940,75550536.68,Northern Region
Haryana,2020,3,Peer-to-peer payments,24123449,88796356487,Northern Region
Haryana,2020,3,Merchant payments,20845136,12141560867,Northern Region
Haryana,2020,3,Recharge & bill payments,12716319,8452802893,Northern Region
Haryana,2020,3,Financial Services,66457,80854296.93,Northern Region
Haryana,2020,3,Others,186818,96375902.2,Northern Region
Haryana,2020,4,Merchant payments,34063692,21382305452,Northern Region
Haryana,2020,4,Peer-to-peer payments,33920789,1.28614E+11,Northern Region
Haryana,2020,4,Recharge & bill payments,14682896,9675471301,Northern Region
Haryana,2020,4,Financial Services,84881,103265693.8,Northern Region
Haryana,2020,4,Others,419181,223528573.1,Northern Region
Haryana,2021,1,Merchant payments,39363588,23389100227,Northern Region
Haryana,2021,1,Peer-to-peer payments,36764622,1.35971E+11,Northern Region
Haryana,2021,1,Recharge & bill payments,13680353,9260346909,Northern Region
Haryana,2021,1,Financial Services,79784,99672809.99,Northern Region
Haryana,2021,1,Others,364437,218544351.2,Northern Region
Haryana,2021,2,Merchant payments,45335533,29119078264,Northern Region
Haryana,2021,2,Peer-to-peer payments,44086559,1.61074E+11,Northern Region
Haryana,2021,2,Recharge & bill payments,15861047,9839496895,Northern Region
Haryana,2021,2,Financial Services,85821,97238136.1,Northern Region
Haryana,2021,2,Others,311896,227855607,Northern Region
Haryana,2021,3,Merchant payments,66885213,40190922827,Northern Region
Haryana,2021,3,Peer-to-peer payments,55929958,1.88549E+11,Northern Region
Haryana,2021,3,Recharge & bill payments,17087955,11681457469,Northern Region
Haryana,2021,3,Financial Services,77496,116592181.5,Northern Region
Haryana,2021,3,Others,479071,289441481.6,Northern Region
Haryana,2021,4,Merchant payments,84993587,56325102921,Northern Region
Haryana,2021,4,Peer-to-peer payments,66548306,2.38639E+11,Northern Region
Haryana,2021,4,Recharge & bill payments,17632752,13817258646,Northern Region
Haryana,2021,4,Financial Services,105050,151421306.6,Northern Region
Haryana,2021,4,Others,407280,307822609.2,Northern Region
Haryana,2022,1,Merchant payments,98346418,62565728158,Northern Region
Haryana,2022,1,Peer-to-peer payments,74499889,2.63547E+11,Northern Region
Haryana,2022,1,Recharge & bill payments,18494827,14765350796,Northern Region
Haryana,2022,1,Financial Services,107240,146586164.6,Northern Region
Haryana,2022,1,Others,540235,279136534.2,Northern Region
Haryana,2022,2,Merchant payments,130033573,76926347116,Northern Region
Haryana,2022,2,Peer-to-peer payments,84219451,3.00505E+11,Northern Region
Haryana,2022,2,Recharge & bill payments,20011709,17457331653,Northern Region
Haryana,2022,2,Financial Services,89805,120610061.5,Northern Region
Haryana,2022,2,Others,345424,224949213.5,Northern Region
Haryana,2022,3,Merchant payments,151278013,87063736520,Northern Region
Haryana,2022,3,Peer-to-peer payments,95071203,3.19375E+11,Northern Region
Haryana,2022,3,Recharge & bill payments,22592966,21247984019,Northern Region
Haryana,2022,3,Financial Services,111032,144937203.3,Northern Region
Haryana,2022,3,Others,308596,223267730.3,Northern Region
Haryana,2022,4,Merchant payments,169685872,1.02918E+11,Northern Region
Haryana,2022,4,Peer-to-peer payments,102993798,3.64514E+11,Northern Region
Haryana,2022,4,Recharge & bill payments,23545059,22666085170,Northern Region
Haryana,2022,4,Financial Services,118488,152488075,Northern Region
Haryana,2022,4,Others,305148,239722615.9,Northern Region
Himachal Pradesh,2018,1,Recharge & bill payments,284371,49871175.83,Northern Region
